x,y,HEATING_DEGREE_DAYS,NORMAL_SNOWFALL,LOCAL_YEAR,LOCAL_MONTH,MIN_TEMPERATURE,ID,DAYS_WITH_VALID_PRECIP,MEAN_TEMPERATURE,NORMAL_PRECIPITATION,DAYS_WITH_VALID_MAX_TEMP,COOLING_DEGREE_DAYS,DAYS_WITH_VALID_SNOWFALL,LONGITUDE,DAYS_WITH_PRECIP_GE_1MM,LOCAL_DATE,NORMAL_SUNSHINE,LATITUDE,SNOW_ON_GROUND_LAST_DAY,PROVINCE_CODE,BRIGHT_SUNSHINE,NORMAL_MEAN_TEMPERATURE,LAST_UPDATED,ENG_PROVINCE_NAME,TOTAL_PRECIPITATION,DAYS_WITH_VALID_SUNSHINE,FRE_PROVINCE_NAME,CLIMATE_IDENTIFIER,DAYS_WITH_VALID_MEAN_TEMP,STATION_NAME,TOTAL_SNOWFALL,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE
-55.38333333333333,51.88333333333333,368.8,,1928,6,-0.6,6771.1928.6,30,5.706666666666667,,30,0,30,-55.383,2,1928-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,45,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,12.8
-55.38333333333333,51.88333333333333,263.9,,1928,7,2.8,6771.1928.7,31,9.487096774193548,,31,0,31,-55.383,7,1928-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,141.2,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,18.3
-55.38333333333333,51.88333333333333,227,,1928,8,5,6771.1928.8,31,10.67741935483871,,31,0,31,-55.383,4,1928-08,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,73.9,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,17.8
-55.38333333333333,51.88333333333333,294.1,,1928,9,2.2,6771.1928.9,30,8.196666666666667,,30,0,30,-55.383,5,1928-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,92.7,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,14.4
-55.38333333333333,51.88333333333333,455.8,,1928,10,-3.3,6771.1928.10,31,3.296774193548387,,31,0,31,-55.383,5,1928-10,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,150.5,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,11.1
-55.38333333333333,51.88333333333333,623.5,,1928,11,-13.3,6771.1928.11,0,-2.783333333333333,,30,0,0,-55.383,,1928-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,2.8
-55.38333333333333,51.88333333333333,738.8,,1928,12,-16.7,6771.1928.12,0,-5.832258064516129,,31,0,0,-55.383,,1928-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,2.8
-55.38333333333333,51.88333333333333,821,,1929,1,-22.8,6771.1929.1,0,-8.483870967741936,,31,0,0,-55.383,,1929-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,2.2
-55.38333333333333,51.88333333333333,868.7,,1929,2,-27.2,6771.1929.2,0,-13.025,,28,0,0,-55.383,,1929-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,28,BELLE ISLE,,28,0
-55.38333333333333,51.88333333333333,842.4,,1929,3,-22.8,6771.1929.3,0,-9.174193548387096,,31,0,0,-55.383,,1929-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,1.1
-55.38333333333333,51.88333333333333,667.9,,1929,4,-16.1,6771.1929.4,0,-4.263333333333334,,30,0,0,-55.383,,1929-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,6.1
-55.38333333333333,51.88333333333333,552.5,,1929,5,-5,6771.1929.5,0,0.1774193548387097,,31,0,0,-55.383,,1929-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,6.1
-55.38333333333333,51.88333333333333,421.9,,1929,6,-0.6,6771.1929.6,30,3.9366666666666665,,30,0,30,-55.383,3,1929-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,56.3,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,17.2
-55.38333333333333,51.88333333333333,277.8,,1929,7,3.3,6771.1929.7,31,9.038709677419355,,31,0,31,-55.383,3,1929-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,45.7,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,17.8
-55.38333333333333,51.88333333333333,223.8,,1929,8,4.4,6771.1929.8,31,10.780645161290323,,31,0,31,-55.383,2,1929-08,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,32.2,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,17.8
-55.38333333333333,51.88333333333333,333.5,,1929,9,0,6771.1929.9,30,6.883333333333334,,30,0,30,-55.383,1,1929-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,41.4,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,15.6
-55.38333333333333,51.88333333333333,439.2,,1929,10,-4.4,6771.1929.10,31,3.832258064516129,,31,0,31,-55.383,2,1929-10,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,70.1,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,11.1
-55.38333333333333,51.88333333333333,631.9,,1929,11,-13.3,6771.1929.11,0,-3.0633333333333335,,30,0,0,-55.383,,1929-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,4.4
-55.38333333333333,51.88333333333333,956.2,,1929,12,-25,6771.1929.12,0,-12.845161290322581,,31,0,0,-55.383,,1929-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,-0.6
-55.38333333333333,51.88333333333333,1031.7,,1930,1,-26.1,6771.1930.1,0,-15.280645161290323,,31,0,0,-55.383,,1930-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,-1.7
-55.38333333333333,51.88333333333333,852.6,,1930,2,-21.7,6771.1930.2,0,-12.45,,28,0,0,-55.383,,1930-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,28,BELLE ISLE,,28,0.6
-55.38333333333333,51.88333333333333,701.7,,1930,3,-16.7,6771.1930.3,0,-4.635483870967742,,31,0,0,-55.383,,1930-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,2.2
-55.38333333333333,51.88333333333333,611.8,,1930,4,-16.1,6771.1930.4,0,-2.3933333333333335,,30,0,0,-55.383,,1930-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,3.9
-55.38333333333333,51.88333333333333,539.1,,1930,5,-6.7,6771.1930.5,0,0.6096774193548387,,31,0,0,-55.383,,1930-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,6.7
-55.38333333333333,51.88333333333333,332.6,,1930,6,-1.7,6771.1930.6,30,6.913333333333333,,30,0,30,-55.383,2,1930-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,25.4,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,15.6
-55.38333333333333,51.88333333333333,187.4,,1930,7,3.9,6771.1930.7,31,11.95483870967742,,31,0,31,-55.383,3,1930-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,40,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,19.4
-55.38333333333333,51.88333333333333,212.3,,1930,8,4.4,6771.1930.8,31,11.151612903225807,,31,0,31,-55.383,3,1930-08,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,172.9,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,20
-55.38333333333333,51.88333333333333,301.4,,1930,9,3.3,6771.1930.9,30,7.953333333333333,,30,0,30,-55.383,3,1930-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,28.9,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,15.6
-55.38333333333333,51.88333333333333,441.3,,1930,10,-1.1,6771.1930.10,31,3.764516129032258,,31,0,31,-55.383,2,1930-10,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,20.8,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,11.7
-55.38333333333333,51.88333333333333,550.4,,1930,11,-13.3,6771.1930.11,0,-0.3466666666666667,,30,0,0,-55.383,,1930-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,6.7
-55.38333333333333,51.88333333333333,765.5,,1930,12,-20.6,6771.1930.12,0,-6.693548387096774,,31,0,0,-55.383,,1930-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,2.2
-55.38333333333333,51.88333333333333,830,,1931,1,-23.9,6771.1931.1,0,-8.774193548387096,,31,0,0,-55.383,,1931-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,2.8
-55.38333333333333,51.88333333333333,729.1,,1931,2,-23.3,6771.1931.2,0,-8.039285714285715,,28,0,0,-55.383,,1931-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,28,BELLE ISLE,,28,3.3
-55.38333333333333,51.88333333333333,674.5,,1931,3,-13.3,6771.1931.3,0,-3.7580645161290325,,31,0,0,-55.383,,1931-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,2.8
-55.38333333333333,51.88333333333333,558.2,,1931,4,-13.3,6771.1931.4,0,-0.6066666666666667,,30,0,0,-55.383,,1931-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,9.4
-55.38333333333333,51.88333333333333,504.4,,1931,5,-5.6,6771.1931.5,0,1.729032258064516,,31,0,0,-55.383,,1931-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,11.1
-55.38333333333333,51.88333333333333,365.1,,1931,6,-0.6,6771.1931.6,30,5.83,,30,0,30,-55.383,3,1931-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,96.8,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,17.2
-55.38333333333333,51.88333333333333,261.7,,1931,7,2.2,6771.1931.7,31,9.558064516129033,,31,0,31,-55.383,4,1931-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,52.8,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,17.2
-55.38333333333333,51.88333333333333,249,,1931,8,3.9,6771.1931.8,31,9.96774193548387,,31,0,31,-55.383,2,1931-08,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,44.9,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,17.2
-55.38333333333333,51.88333333333333,321.9,,1931,9,0.6,6771.1931.9,30,7.27,,30,0,30,-55.383,6,1931-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,142.1,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,15
-55.38333333333333,51.88333333333333,450.1,,1931,10,-2.2,6771.1931.10,31,3.4806451612903224,,31,0,31,-55.383,2,1931-10,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,75.5,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,10
-55.38333333333333,51.88333333333333,578.8,,1931,11,-11.1,6771.1931.11,0,-1.2933333333333332,,30,0,0,-55.383,,1931-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,7.2
-55.38333333333333,51.88333333333333,778.5,,1931,12,-17.2,6771.1931.12,0,-7.112903225806452,,31,0,0,-55.383,,1931-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,2.8
-55.38333333333333,51.88333333333333,900.9,,1932,1,-27.2,6771.1932.1,0,-12.03,,30,0,0,-55.383,,1932-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,0
-55.38333333333333,51.88333333333333,938.9,,1932,2,-28.9,6771.1932.2,0,-14.375862068965517,,29,0,0,-55.383,,1932-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,29,BELLE ISLE,,29,-0.6
-55.38333333333333,51.88333333333333,707.2,,1932,3,-16.7,6771.1932.3,0,-4.812903225806451,,31,0,0,-55.383,,1932-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,4.4
-55.38333333333333,51.88333333333333,556.1,,1932,4,-7.2,6771.1932.4,0,-0.5366666666666666,,30,0,0,-55.383,,1932-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,4.4
-55.38333333333333,51.88333333333333,497.3,,1932,5,-2.8,6771.1932.5,0,1.9580645161290322,,31,0,0,-55.383,,1932-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,8.9
-55.38333333333333,51.88333333333333,383.8,,1932,6,-2.2,6771.1932.6,30,5.206666666666667,,30,0,30,-55.383,2,1932-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,42.9,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,15.6
-55.38333333333333,51.88333333333333,233.2,,1932,7,3.3,6771.1932.7,31,10.477419354838709,,31,0,31,-55.383,2,1932-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,41.4,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,18.9
-55.38333333333333,51.88333333333333,185.1,,1932,8,5,6771.1932.8,0,12.029032258064516,,31,0,31,-55.383,,1932-08,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,19.4
-55.38333333333333,51.88333333333333,253.2,,1932,9,2.2,6771.1932.9,30,9.56,,30,0,30,-55.383,3,1932-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,90.6,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,17.2
-55.38333333333333,51.88333333333333,398.8,,1932,10,-3.3,6771.1932.10,0,5.135483870967742,,31,0,0,-55.383,,1932-10,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,14.4
-55.38333333333333,51.88333333333333,595.6,,1932,11,-15,6771.1932.11,0,-1.8533333333333333,,30,0,0,-55.383,,1932-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,5.6
-55.38333333333333,51.88333333333333,816.6,,1932,12,-17.8,6771.1932.12,0,-8.341935483870968,,31,0,0,-55.383,,1932-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,3.9
-55.38333333333333,51.88333333333333,899.6,,1933,1,-28.3,6771.1933.1,0,-11.019354838709678,,31,0,0,-55.383,,1933-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,0.6
-55.38333333333333,51.88333333333333,689.2,,1933,2,-18.9,6771.1933.2,0,-6.614285714285714,,28,0,0,-55.383,,1933-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,28,BELLE ISLE,,28,2.8
-55.38333333333333,51.88333333333333,767.4,,1933,3,-17.2,6771.1933.3,0,-6.754838709677419,,31,0,0,-55.383,,1933-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,0.6
-55.38333333333333,51.88333333333333,592.3,,1933,4,-9.4,6771.1933.4,0,-1.7433333333333334,,30,0,0,-55.383,,1933-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,30,BELLE ISLE,,30,3.9
-55.38333333333333,51.88333333333333,562.4,,1933,5,-6.1,6771.1933.5,0,-0.14193548387096774,,31,0,0,-55.383,,1933-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,8.9
-55.38333333333333,51.88333333333333,425,,1933,6,-1.7,6771.1933.6,30,3.8333333333333335,,30,0,30,-55.383,5,1933-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,74.7,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,11.7
-55.38333333333333,51.88333333333333,575.7,,1933,11,-16.7,6771.1933.11,30,-5.9875,,24,0,30,-55.383,9,1933-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,76.7,,TERRE-NEUVE,8500500,24,BELLE ISLE,63.5,24,5.6
-55.38333333333333,51.88333333333333,965,,1933,12,-27.8,6771.1933.12,0,-13.129032258064516,,31,0,31,-55.383,,1933-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,126.8,31,2.2
-55.38333333333333,51.88333333333333,994.4,,1934,1,-28.9,6771.1934.1,31,-15.146666666666667,,31,0,31,-55.383,2,1934-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,27,,TERRE-NEUVE,8500500,30,BELLE ISLE,26.7,30,1.7
-55.38333333333333,51.88333333333333,864.8,,1934,2,-23.3,6771.1934.2,28,-12.885714285714286,,28,0,28,-55.383,16,1934-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,111.6,,TERRE-NEUVE,8500500,28,BELLE ISLE,103,28,0
-55.38333333333333,51.88333333333333,880.5,,1934,3,-19.4,6771.1934.3,31,-10.403225806451612,,31,0,31,-55.383,11,1934-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,67.7,,TERRE-NEUVE,8500500,31,BELLE ISLE,67.4,31,-1.7
-55.38333333333333,51.88333333333333,538.9,,1934,4,-12.2,6771.1934.4,30,-1.2464285714285714,,29,0,30,-55.383,7,1934-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,66.3,,TERRE-NEUVE,8500500,28,BELLE ISLE,10.2,28,3.3
-55.38333333333333,51.88333333333333,528.7,,1934,5,-6.7,6771.1934.5,31,-0.23103448275862068,,30,0,31,-55.383,9,1934-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,46.5,,TERRE-NEUVE,8500500,29,BELLE ISLE,17.7,30,6.1
-55.38333333333333,51.88333333333333,393.8,,1934,6,-1.7,6771.1934.6,30,4.873333333333333,,30,0,30,-55.383,10,1934-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,213.9,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,18.9
-55.38333333333333,51.88333333333333,281.7,,1934,7,-1.1,6771.1934.7,31,8.912903225806451,,31,0,31,-55.383,12,1934-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,93.3,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,20.6
-55.38333333333333,51.88333333333333,235.4,,1934,8,5,6771.1934.8,31,10.406451612903226,,31,0,31,-55.383,8,1934-08,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,77.6,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,15.6
-55.38333333333333,51.88333333333333,270.5,,1934,9,2.2,6771.1934.9,30,8.983333333333333,,30,0,30,-55.383,10,1934-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,44,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,15
-55.38333333333333,51.88333333333333,445.7,,1934,10,-1.1,6771.1934.10,31,3.6225806451612903,,31,0,31,-55.383,15,1934-10,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,114.2,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,10
-55.38333333333333,51.88333333333333,589.8,,1934,11,-13.3,6771.1934.11,30,-1.66,,30,0,30,-55.383,8,1934-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,102.1,,TERRE-NEUVE,8500500,30,BELLE ISLE,4,30,10
-55.38333333333333,51.88333333333333,770.7,,1934,12,-20.6,6771.1934.12,31,-6.861290322580645,,31,0,31,-55.383,16,1934-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,136.9,,TERRE-NEUVE,8500500,31,BELLE ISLE,128.3,31,1.1
-55.38333333333333,51.88333333333333,951.1,,1935,1,-34.4,6771.1935.1,31,-12.680645161290322,,31,0,31,-55.383,11,1935-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,68.7,,TERRE-NEUVE,8500500,31,BELLE ISLE,57.8,31,2.2
-55.38333333333333,51.88333333333333,870.3,,1935,2,-31.1,6771.1935.2,28,-14.233333333333333,,27,0,28,-55.383,8,1935-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,38.1,,TERRE-NEUVE,8500500,27,BELLE ISLE,38.1,27,-1.7
-55.38333333333333,51.88333333333333,817.1,,1935,3,-20.6,6771.1935.3,31,-8.358064516129032,,31,0,31,-55.383,15,1935-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,134.6,,TERRE-NEUVE,8500500,31,BELLE ISLE,134.6,31,0
-55.38333333333333,51.88333333333333,601.8,,1935,4,-10,6771.1935.4,30,-2.06,,30,0,30,-55.383,15,1935-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,125,,TERRE-NEUVE,8500500,30,BELLE ISLE,78.8,30,4.4
-55.38333333333333,51.88333333333333,530.5,,1935,5,-5.6,6771.1935.5,0,0.8870967741935484,,31,0,0,-55.383,,1935-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,,31,7.8
-55.38333333333333,51.88333333333333,351.4,,1935,6,-1.1,6771.1935.6,30,6.286666666666667,,30,0,30,-55.383,6,1935-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,17.4,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,15
-55.38333333333333,51.88333333333333,277.9,,1935,7,1.7,6771.1935.7,31,8.736666666666666,,30,0,31,-55.383,10,1935-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,60.6,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,31,16.7
-55.38333333333333,51.88333333333333,325.7,,1935,9,1.7,6771.1935.9,30,7.1433333333333335,,30,0,30,-55.383,8,1935-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,54.3,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,13.3
-55.38333333333333,51.88333333333333,472.9,,1935,10,-4.4,6771.1935.10,31,2.7451612903225806,,31,0,31,-55.383,7,1935-10,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,49.6,,TERRE-NEUVE,8500500,31,BELLE ISLE,22.9,31,11.7
-55.38333333333333,51.88333333333333,629.6,,1935,11,-15,6771.1935.11,30,-2.986666666666667,,30,0,30,-55.383,3,1935-11,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,16.3,,TERRE-NEUVE,8500500,30,BELLE ISLE,0.5,30,7.2
-55.38333333333333,51.88333333333333,670.2,,1935,12,-15,6771.1935.12,0,-3.6193548387096772,,31,0,31,-55.383,,1935-12,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,,,TERRE-NEUVE,8500500,31,BELLE ISLE,28.2,31,1.7
-55.38333333333333,51.88333333333333,797.8,,1936,1,-24.4,6771.1936.1,31,-7.735483870967742,,31,0,31,-55.383,7,1936-01,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,15.1,,TERRE-NEUVE,8500500,31,BELLE ISLE,15.1,31,3.3
-55.38333333333333,51.88333333333333,792.4,,1936,2,-21.1,6771.1936.2,29,-9.324137931034484,,29,0,29,-55.383,6,1936-02,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,22.8,,TERRE-NEUVE,8500500,29,BELLE ISLE,22.8,29,0.6
-55.38333333333333,51.88333333333333,681.1,,1936,3,-15.6,6771.1936.3,31,-3.970967741935484,,31,0,31,-55.383,7,1936-03,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,23.8,,TERRE-NEUVE,8500500,31,BELLE ISLE,12.7,31,3.3
-55.38333333333333,51.88333333333333,608.8,,1936,4,-13.3,6771.1936.4,30,-2.2933333333333334,,30,0,30,-55.383,8,1936-04,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,28.1,,TERRE-NEUVE,8500500,30,BELLE ISLE,21,30,3.9
-55.38333333333333,51.88333333333333,549.1,,1936,5,-9.4,6771.1936.5,31,0.2870967741935484,,31,0,31,-55.383,10,1936-05,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,42.3,,TERRE-NEUVE,8500500,31,BELLE ISLE,5.3,31,11.1
-55.38333333333333,51.88333333333333,335.9,,1936,6,1.1,6771.1936.6,30,6.803333333333334,,30,0,30,-55.383,13,1936-06,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,183.3,,TERRE-NEUVE,8500500,30,BELLE ISLE,0,30,16.7
-55.38333333333333,51.88333333333333,240.9,,1936,7,4.4,6771.1936.7,31,10.229032258064516,,31,0,31,-55.383,13,1936-07,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,116.6,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,19.4
-55.38333333333333,51.88333333333333,244.4,,1936,8,2.2,6771.1936.8,31,10.116129032258064,,31,0,31,-55.383,12,1936-08,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,58.6,,TERRE-NEUVE,8500500,31,BELLE ISLE,0,31,20
-55.38333333333333,51.88333333333333,352.7,,1936,9,0,6771.1936.9,30,6.243333333333333,,30,0,30,-55.383,15,1936-09,,51.883,,NL,,,2014-07-31 11:53:26,NEWFOUNDLAND,62,,TERRE-NEUVE,8500500,30,BELLE ISLE,9.7,30,13.3
